issue_date,pet_name,species,breed
2024-06-30,Layla,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-06-30,Peach,Dog,"Poodle, Standard"
2024-06-30,Molly,Dog,"Poodle, Miniature"
2024-06-30,Ember,Dog,"Retriever, Labrador"
2024-06-30,Nala,Dog,"Chihuahua, Short Coat"
2024-07-01,Bertie,Dog,Pekingese
2024-07-01,Chelsea Willard,Dog,Pug
2024-07-01,Pepper,Dog,"Terrier, American Staffordshire"
2024-07-01,Frankie,Dog,Terrier
2024-07-01,Spike,Dog,"Bulldog, French"
2024-07-01,Sailor,Dog,Portuguese Water Dog
2024-07-01,Tyche,Dog,Terrier
2024-07-01,Lilu,Dog,Bernese Mountain Dog
2024-07-01,Nero,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-07-01,Barbie,Dog,Boxer
2024-07-01,Sadie Jane,Dog,Shih Tzu
2024-07-01,Ellie,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-07-01,Pepper,Dog,Australian Cattle Dog
2024-07-01,Salies,Dog,Australian Shepherd
2024-07-01,Happy,Dog,"Terrier, American Pit Bull"
2024-07-01,Chimichanga,Dog,"Dachshund, Miniature Smooth Haired"
2024-07-01,Lucy,Dog,"Poodle, Toy"
2024-07-01,Seva,Dog,Australian Shepherd
2024-07-01,Lucy,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-07-01,Ember,Dog,"Retriever, Labrador"
2024-07-02,Asya,Dog,"German Shepherd, King"
2024-07-02,Chaya,Dog,"Chihuahua, Short Coat"
2024-07-02,Sylvanas,Dog,"Poodle, Standard"
2024-07-02,Maddie,Dog,Old English Sheepdog
2024-07-02,Charlotte,Dog,"Retriever, Labrador"
2024-07-02,Evergreen,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-07-02,Nico,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-07-02,Amelia,Dog,"Bulldog, English"
2024-07-02,Leia,Dog,Alaskan Husky
2024-07-02,Kai,Dog,"Bulldog, American"
2024-07-02,Lily Bean,Dog,Pug
2024-07-02,Alby,Dog,"Poodle, Standard"
2024-07-02,Mercedes,Dog,"Bulldog, French"
2024-07-02,Juneau,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-07-02,Nilla,Dog,"Poodle, Miniature"
2024-07-02,Schatzi,Dog,Australian Kelpie
2024-07-02,Penny,Dog,Terrier
2024-07-02,Sundae,Dog,Australian Shepherd
2024-07-03,Luna,Dog,"Terrier, American Staffordshire"
2024-07-03,Merrie,Dog,Basset Hound
2024-07-03,Clover,Dog,"Terrier, Boston"
2024-07-03,Daisy,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-07-03,Luci,Dog,Beagle
2024-07-03,MAYA,Dog,Akita
2024-07-03,Hilde,Dog,"Australian Shepherd, Miniature"
2024-07-03,Moody,Dog,"Retriever, Labrador"
2024-07-03,Josie,Dog,"Terrier, Silky"
2024-07-03,Tulsie,Dog,"Retriever, Labrador"
2024-07-03,Pinky,Dog,"Retriever, Labrador"
2024-07-03,Orange,Dog,"Retriever, Labrador"
2024-07-03,Arabella,Dog,"Retriever, Golden"
2024-07-03,Pamina,Dog,"Retriever, Golden"
2024-07-03,Nova,Dog,German Shepherd
2024-07-03,Lowla,Dog,"Retriever, Labrador"
2024-07-03,Nutmeg,Dog,"Terrier, American Staffordshire"
2024-07-03,Honey,Dog,"Chihuahua, Short Coat"
2024-07-04,Joy Nagra,Dog,American White Shepherd
2024-07-04,Lexie,Dog,"Retriever, Labrador"
2024-07-04,Ripley,Dog,"Retriever, Golden"
2024-07-04,Sophie,Dog,"Terrier, Pit Bull"
2024-07-04,Duckie,Dog,"Retriever, Labrador"
2024-07-04,Maple,Dog,Australian Cattle Dog
2024-07-05,Amelia,Dog,Dalmatian
2024-07-05,Naya,Dog,Border Collie
2024-07-05,Lila,Dog,Shepherd
2024-07-05,Pizza,Dog,"Terrier, Cairn"
2024-07-05,Sugar,Dog,Border Collie
2024-07-06,Stella,Dog,"Retriever, Labrador"
2024-07-06,Maya,Dog,Siberian Husky
2024-07-06,Sweets,Dog,Maltese
2024-07-06,Meghan Barkle,Dog,"Retriever, Labrador"
2024-07-06,Lexi,Dog,Border Collie
2024-07-06,Ume,Dog,Shiba Inu
2024-07-06,Toffee,Dog,Belgian Malinois
2024-07-06,Mocha,Dog,"Bulldog, French"
2024-07-06,Hailey,Dog,Havanese
2024-07-06,Mocha,Dog,Doberman Pinscher
2024-07-06,Gracie May Matthews,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-07-07,Blu,Dog,Terrier
2024-07-07,Nena,Dog,Boxer
2024-07-07,Garbo,Dog,Shih Tzu
2024-07-07,Gracie,Dog,Siberian Husky
2024-07-07,Tofino,Dog,"Retriever, Golden"
2024-07-07,Taya,Dog,"Poodle, Standard"
2024-07-07,Toffee,Dog,Pomeranian
2024-07-07,Luna Tic,Dog,Beagle
2024-07-07,Mamas Marie,Dog,"Terrier, American Pit Bull"
2024-07-07,Lucy,Dog,"Retriever, Labrador"
2024-07-07,Nevada,Dog,German Shepherd
2024-07-07,Sophie,Dog,"Retriever, Labrador"
2024-07-07,Kimchi,Dog,"Bulldog, French"
2024-07-08,Murphy,Dog,"Poodle, Miniature"
2024-07-08,Scout,Dog,Rhodesian Ridgeback
2024-07-08,Lilly,Dog,Rhodesian Ridgeback
2024-07-08,Jasmine,Dog,Great Dane
2024-07-08,Nikki,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-07-08,Daisy,Dog,"Retriever, Labrador"
2024-07-08,Molly,Dog,"Retriever, Labrador"
2024-07-08,Sophie,Dog,"Retriever, Golden"
2024-07-08,Honey,Dog,Siberian Husky
2024-07-08,Tiny,Dog,Mix
2024-07-08,Roo,Dog,"Retriever, Labrador"
2024-07-08,Lyla,Dog,"Terrier, Yorkshire"
2024-07-08,Willow,Dog,Border Collie
2024-07-09,Taika,Dog,Australian Shepherd
2024-07-09,Lucy,Dog,Whippet
2024-07-09,Lulu,Dog,"Retriever, Golden"
2024-07-09,Pepper,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-07-09,Huckleberry,Dog,Hound
2024-07-09,Ruby,Dog,"Poodle, Miniature"
2024-07-09,Lucy,Dog,"Chihuahua, Short Coat"
2024-07-09,Sacha,Dog,"Pointer, German Shorthaired"
2024-07-09,Gigi,Dog,"Pointer, German Shorthaired"
2024-07-09,Moo,Dog,"Retriever, Labrador"
2024-07-09,Zoey,Dog,Terrier
2024-07-09,Leila,Dog,"Chihuahua, Short Coat"
2024-07-09,Lulabelle,Dog,"Poodle, Miniature"
2024-07-10,Bella,Dog,Great Pyrenees
2024-07-10,Marlo,Dog,Boxer
2024-07-10,Mako,Dog,Boxer
2024-07-10,Arang,Dog,Korean Jindo
2024-07-10,Abby,Dog,Mix
2024-07-10,Peppermint Patty,Dog,"Retriever, Labrador"
2024-07-10,Kiwi,Dog,Shepherd
2024-07-10,Carmilla,Dog,Pomeranian
2024-07-10,Eeva,Dog,"Chihuahua, Short Coat"
2024-07-10,Winnie,Dog,"Vizsla, Smooth Haired"
2024-07-10,Freya,Dog,Boxer
2024-07-10,Adelaide,Dog,Australian Cattle Dog
2024-07-10,Naevia,Dog,Havanese
2024-07-10,Belladonna,Dog,"Chihuahua, Short Coat"
2024-07-10,Riley,Dog,Maltese
2024-07-10,June,Dog,Braque Francais Pyrenees
2024-07-10,Cedar,Dog,Catahoula Leopard dog
2024-07-10,Lenù,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-07-10,Lucy,Dog,"Welsh Corgi, Cardigan"
2024-07-10,Maple,Dog,"Retriever, Golden"
2024-07-10,Ellie,Dog,"Spaniel, Cavalier King Charles"
2024-07-10,Inari,Dog,Shiba Inu
2024-07-10,Cilantro,Dog,"Welsh Corgi, Cardigan"
2024-07-10,Monocle,Dog,"Dachshund, Standard Smooth Haired"
2024-07-10,Polly Anna,Dog,Siberian Husky
2024-07-10,Poppy,Dog,"Vizsla, Smooth Haired"
2024-07-10,Dusti,Dog,"Dachshund, Standard Smooth Haired"
2024-07-10,Phyllis,Dog,"Australian Shepherd, Miniature"
2024-07-10,Reah,Dog,Australian Cattle Dog
2024-07-10,Ramona,Dog,"Retriever, Labrador"
2024-07-10,Maggie,Dog,"Retriever, Labrador"
2024-07-10,Alba,Dog,Old English Sheepdog
2024-07-10,Edith Rose (Edie),Dog,"Australian Shepherd, Miniature"
2024-07-10,Lexi,Dog,Terrier
2024-07-10,Lola,Dog,"Poodle, Standard"
2024-07-10,Mabel,Dog,Border Collie
2024-07-10,Dudu,Dog,"Terrier, Jack Russell"
2024-07-10,Marcy,Dog,Terrier
2024-07-10,Tali,Dog,"Welsh Corgi, Pembroke"
2024-07-10,Lucy,Dog,Beagle
2024-07-10,Tali,Dog,Australian Shepherd
2024-07-10,Gracie,Dog,"Retriever, Golden"
2024-07-10,Judy,Dog,"Poodle, Standard"
2024-07-10,Lola,Dog,"Terrier, American Staffordshire"
2024-07-10,Roxie,Dog,Rottweiler
2024-07-10,Mimi,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-07-10,Meadow,Dog,"Vizsla, Smooth Haired"
2024-07-10,Lucy,Dog,Border Collie
2024-07-10,Lola,Dog,Chinese Crested
2024-07-10,Mae,Dog,Retriever
2024-07-10,Zuri,Dog,"Schnauzer, Miniature"
2024-07-10,Luna,Dog,Bolognese
2024-07-10,Nori,Dog,American Eskimo
2024-07-10,Rhubarb,Dog,Pointer
2024-07-10,Hannah,Dog,"Dachshund, Miniature Long Haired"
2024-07-10,Jessie,Dog,Dutch Shepherd
2024-07-10,Lily,Dog,Shepherd
2024-07-10,Killmonger,Dog,"Welsh Corgi, Pembroke"
2024-07-11,Princess,Dog,Pomeranian
2024-07-11,Willlow,Dog,Shih Tzu
2024-07-11,Chip,Dog,"Chihuahua, Short Coat"
2024-07-11,Millie,Dog,"Retriever, Golden"
2024-07-11,Maggie,Dog,"Poodle, Standard"
2024-07-11,Riley,Dog,"Chihuahua, Short Coat"
2024-07-11,Sylvie,Dog,Weimaraner
2024-07-11,Rosie,Dog,Basenji
2024-07-11,Nymeria,Dog,Dalmatian
2024-07-11,Tobyhanna,Dog,"Retriever, Flat-Coated"
2024-07-11,Chloe,Dog,"Retriever, Golden"
2024-07-11,Livia,Dog,"Chihuahua, Long Coat"
2024-07-11,Maggie,Dog,"Retriever, Curly Coated"
2024-07-11,Lucy,Dog,"Retriever, Labrador"
2024-07-11,Santi,Dog,Retriever
2024-07-11,Daisy,Dog,"Vizsla, Smooth Haired"
2024-07-11,Josie,Dog,Mix
2024-07-11,Wanda,Dog,"Poodle, Miniature"
2024-07-11,Moana,Dog,Beagle
2024-07-11,Phoebe,Dog,"Retriever, Golden"
2024-07-11,Roxie,Dog,Pomeranian
2024-07-11,Emily,Dog,Shih Tzu
2024-07-11,Jesse,Dog,"Spaniel, English Cocker"
2024-07-11,Laci,Dog,"Retriever, Flat-Coated"
2024-07-11,Cosima,Dog,Alaskan Husky
2024-07-11,Jackie,Dog,"Pointer, German Shorthaired"
2024-07-11,Luna,Dog,Siberian Husky
2024-07-11,Chloe,Dog,"Retriever, Labrador"
2024-07-11,Bailey,Dog,Australian Shepherd
2024-07-11,Phoebe,Dog,"Retriever, Labrador"
2024-07-11,Chuy Nibbles,Dog,Korean Jindo
2024-07-11,Suki,Dog,"Poodle, Miniature"
2024-07-11,Momo,Dog,"Retriever, Labrador"
2024-07-11,Bella,Dog,Shih Tzu
2024-07-11,Annie,Dog,"Welsh Corgi, Pembroke"
2024-07-11,Birdie,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-07-11,Lulu,Dog,Greyhound
2024-07-11,Amore,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-07-11,Mitzi,Dog,Terrier
2024-07-11,Blondie,Dog,Terrier
2024-07-11,Alani,Dog,"Chihuahua, Long Coat"
2024-07-11,Daisy,Dog,"Retriever, Labrador"
2024-07-11,Da-Guo,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-07-11,Lily,Dog,"Chihuahua, Short Coat"
2024-07-11,Layla,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-07-11,Chicory,Dog,Border Collie
2024-07-11,Penny,Dog,"Retriever, Golden"
2024-07-11,Hudson,Dog,"Terrier, Irish"
2024-07-11,Matcha Louis,Dog,"Retriever, Golden"
2024-07-11,Liesl,Dog,"Retriever, Labrador"
2024-07-11,Pappum,Dog,"Retriever, Labrador"
2024-07-11,Mazie,Dog,"Poodle, Standard"
2024-07-11,Miika,Dog,Australian Shepherd
2024-07-11,Linda,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-07-11,Lessa,Dog,German Shepherd
2024-07-11,Luna,Dog,"Bulldog, American"
2024-07-11,Harriet,Dog,Australian Shepherd
2024-07-11,Ollie,Dog,Whippet
2024-07-11,Sammie,Dog,"Terrier, Staffordshire Bull"
2024-07-11,Pepper,Dog,"Welsh Corgi, Pembroke"
2024-07-11,Rey,Dog,"Cur, Black-Mouth"
2024-07-11,Sesame,Dog,"Welsh Corgi, Pembroke"
2024-07-11,Mochi,Dog,"Retriever, Golden"
2024-07-12,Skye,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-07-12,Tilly,Dog,Terrier
2024-07-12,MJ,Dog,Alaskan Husky
2024-07-12,Dottie,Dog,"Griffon, Wirehaired Pointing"
2024-07-12,Lucy,Dog,Bernese Mountain Dog
2024-07-12,Zoe,Dog,"Retriever, Labrador"
2024-07-12,Sister,Dog,"Retriever, Labrador"
2024-07-12,Maggie May Bunis Clarke,Dog,"Terrier, American Pit Bull"
2024-07-12,Marge,Dog,Mix
2024-07-12,Zoey,Dog,Italian Greyhound
2024-07-12,Polly,Dog,"Spaniel, American Cocker"
2024-07-12,Dusty,Dog,"Retriever, Labrador"
2024-07-12,Jinger Eriksson,Dog,"Retriever, Labrador"
2024-07-12,Toci,Dog,Peruvian Inca Orchid
2024-07-12,Molly,Dog,Australian Cattle Dog
2024-07-12,Kelsey,Dog,"Terrier, American Pit Bull"
2024-07-12,Brigitte,Dog,"Poodle, Miniature"
2024-07-12,Genepi,Dog,Appenzeller Sennenhunde
2024-07-12,Maggie,Dog,"Cur, Black-Mouth"
2024-07-12,Timber,Dog,Australian Shepherd
2024-07-12,Rosie,Dog,Bernese Mountain Dog
2024-07-12,Maisy,Dog,Newfoundland
2024-07-12,Daisy,Dog,"Welsh Corgi, Pembroke"
2024-07-12,Nori,Dog,"Retriever, Golden"
2024-07-12,Lily,Dog,"Poodle, Miniature"
2024-07-12,Bunny Foo Foo,Dog,"Chihuahua, Short Coat"
2024-07-12,Buffy,Dog,"Terrier, Norfolk"
2024-07-12,Olive,Dog,Shetland Sheepdog
2024-07-13,Minnie,Dog,"Retriever, Labrador"
2024-07-13,Sunny,Dog,"Retriever, Labrador"
2024-07-13,Mochi,Dog,Beagle
2024-07-13,Kona,Dog,"Poodle, Miniature"
2024-07-13,Ginger,Dog,Havanese
2024-07-13,Gracie,Dog,"Retriever, Labrador"
2024-07-13,Daisy,Dog,Mix
2024-07-13,Luna,Dog,"Poodle, Miniature"
2024-07-13,Mia,Dog,Siberian Husky
2024-07-13,Izzy,Dog,"Terrier, Staffordshire Bull"
2024-07-13,Dani,Dog,"Terrier, American Staffordshire"
2024-07-13,Sugar,Dog,German Shepherd
2024-07-13,Maizy,Dog,"Schnauzer, Standard"
2024-07-13,Althea,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2024-07-13,Whitewall Flower Girl Delight,Dog,Bichon Frise
2024-07-13,Ellie Mac,Dog,"Retriever, Golden"
2024-07-13,Remy,Dog,German Shepherd
2024-07-13,Gnocchi,Dog,Bernese Mountain Dog
2024-07-13,Chloe,Dog,"Terrier, Yorkshire"
2024-07-13,Lilly,Dog,"Retriever, Golden"
2024-07-13,Rookie,Dog,"Terrier, Yorkshire"
2024-07-13,Cleo,Dog,"Chihuahua, Short Coat"
2024-07-13,Gamma,Dog,Whippet
2024-07-13,Macy,Dog,"Retriever, Labrador"
2024-07-13,Sandy,Dog,Retriever
2024-07-13,Lila,Dog,"Chihuahua, Short Coat"
2024-07-13,Ginny,Dog,"Retriever, Golden"
2024-07-13,Holly,Dog,"Retriever, Golden"
2024-07-13,Ivy,Dog,Shetland Sheepdog
2024-07-13,Lucy,Dog,Shiba Inu
2024-07-13,Whiskey,Dog,Spaniel
2024-07-14,Rainie,Dog,"Retriever, Labrador"
2024-07-14,Mattie,Dog,Beagle
2024-07-14,Licorice,Dog,"Poodle, Miniature"
2024-07-14,Tessa,Dog,"Retriever, Labrador"
2024-07-14,Koda,Dog,"Chihuahua, Long Coat"
2024-07-14,Sarah,Dog,Terrier
2024-07-14,Lucy,Dog,Siberian Husky
2024-07-14,Orecchiette,Dog,"Chihuahua, Short Coat"
2024-07-14,Penny,Dog,Havanese
2024-07-14,Kira,Dog,Australian Shepherd
2024-07-14,Frankie,Dog,Mix
2024-07-14,Lady Mary,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-07-14,Ladybird,Dog,Pug
2024-07-14,Callie,Dog,Siberian Husky
2024-07-14,Bella,Dog,Havanese
2024-07-14,Harley,Dog,"Retriever, Labrador"
2024-07-14,Marta,Dog,"Spaniel, American Cocker"
2024-07-14,Ghost,Dog,Border Collie
2024-07-14,Zoe,Dog,Bulldog
2024-07-14,Ivy,Dog,"Retriever, Labrador"
2024-07-15,Maya,Dog,"Australian Shepherd, Miniature"
2024-07-15,Ollie,Dog,Australian Cattle Dog
2024-07-15,Zooey,Dog,"Terrier, Jack Russell"
2024-07-15,Sachi,Dog,"Terrier, Soft Coated Wheaten"
2024-07-15,Raven,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-07-15,Missy,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-07-15,Luna,Dog,"German Shepherd, King"
2024-07-15,Luna,Dog,"German Shepherd, King"
2024-07-15,Issy,Dog,Boxer
2024-07-15,Luella,Dog,"Terrier, Airedale"
2024-07-15,Riot,Dog,"Terrier, Pit Bull"
2024-07-15,Ginger,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2024-07-15,Kiwi,Dog,Australian Cattle Dog
2024-07-15,Lilli,Dog,German Shepherd
2024-07-15,Penelope,Dog,"Chihuahua, Short Coat"
2024-07-15,Ember,Dog,"Welsh Corgi, Cardigan"
2024-07-15,Layla,Dog,Retriever
2024-07-15,Winnie,Dog,Terrier
2024-07-15,Lily,Dog,Australian Cattle Dog
2024-07-15,Evie,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-07-15,BAL,Dog,"Retriever, Golden"
2024-07-15,Bailey,Dog,"Spaniel, American Cocker"
2024-07-15,Agnes,Dog,"Terrier, Jack Russell"
2024-07-15,Peppa,Dog,"Retriever, Labrador"
2024-07-15,Shuri,Dog,"Retriever, Labrador"
2024-07-15,Paisley,Dog,Coton de Tulear
2024-07-15,Abby,Dog,Retriever
2024-07-15,Rosie,Dog,"Terrier, Boston"
2024-07-15,Juno,Dog,Siberian Husky
2024-07-15,Lucy,Dog,"Vizsla, Smooth Haired"
2024-07-15,Pisces,Dog,"Retriever, Labrador"
2024-07-15,Frankie,Dog,Australian Shepherd
2024-07-15,Tally,Dog,"Poodle, Miniature"
2024-07-15,Schatzi,Dog,"Dachshund, Standard Smooth Haired"
2024-07-15,Basil,Dog,Shiba Inu
2024-07-15,Abigail,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-07-15,Sheila,Dog,Australian Cattle Dog
2024-07-15,Mika,Dog,Alaskan Klee Kai
2024-07-16,Kona,Dog,"Retriever, Labrador"
2024-07-16,Honey,Dog,Mix
2024-07-16,GiGi,Dog,Mix
2024-07-16,Fiona,Dog,"Schnauzer, Miniature"
2024-07-16,Beanie,Dog,"Spaniel, American Cocker"
2024-07-16,Queenie,Dog,"Terrier, Staffordshire Bull"
2024-07-16,Tilly,Dog,Great Pyrenees
2024-07-16,Emmaline,Dog,Border Collie
2024-07-16,Lucy,Dog,"Retriever, Golden"
2024-07-16,Bessie,Dog,"Retriever, Labrador"
2024-07-16,Penny,Dog,"Poodle, Miniature"
2024-07-16,Tipper,Dog,"Terrier, American Staffordshire"
2024-07-16,Charlie,Dog,"Australian Shepherd, Miniature"
2024-07-16,Opal,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-07-16,Juni,Dog,"Retriever, Labrador"
2024-07-16,Yuki,Dog,Australian Shepherd
2024-07-16,Nikki,Dog,Shepherd
2024-07-16,Cora,Dog,"Poodle, Miniature"
2024-07-16,Lacey,Dog,Retriever
2024-07-16,Penny,Dog,Mastiff
2024-07-16,Penny,Dog,"Terrier, Yorkshire"
2024-07-16,Liv,Dog,Siberian Husky
2024-07-16,Tico,Dog,Retriever
2024-07-16,Scout,Dog,Terrier
2024-07-16,Luna,Dog,"Schnauzer, Standard"
2024-07-16,Harley,Dog,"Poodle, Miniature"
2024-07-16,Luna,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-07-16,Suri,Dog,Korean Jindo
2024-07-16,Lily,Dog,"Poodle, Standard"
2024-07-16,Waffles,Dog,American Blue Heeler
2024-07-16,Tula,Dog,Australian Shepherd
2024-07-16,Nala,Dog,Rhodesian Ridgeback
2024-07-16,Xena,Dog,"Retriever, Labrador"
2024-07-17,Ruby,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2024-07-17,Poppy,Dog,"Chihuahua, Short Coat"
2024-07-17,ALLIE,Dog,"Chihuahua, Short Coat"
2024-07-17,Valley,Dog,"Retriever, Labrador"
2024-07-17,Zephy,Dog,German Shepherd
2024-07-17,Jasmine,Dog,German Shepherd
2024-07-17,Rory,Dog,"Australian Shepherd, Miniature"
2024-07-17,Fern,Dog,"Poodle, Miniature"
2024-07-17,Emmi,Dog,Australian Cattle Dog
2024-07-17,Marley,Dog,"Poodle, Miniature"
2024-07-17,Mija,Dog,"Chihuahua, Short Coat"
2024-07-17,Xena,Dog,Rottweiler
2024-07-17,Nymeria,Dog,Belgian Malinois
2024-07-17,Jo,Dog,"Poodle, Standard"
2024-07-17,Moya,Dog,"Poodle, Standard"
2024-07-17,Mazama Merriman,Dog,"Poodle, Miniature"
2024-07-17,Mina,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-07-17,Nissa,Dog,Rottweiler
2024-07-17,Luna,Dog,Siberian Husky
2024-07-17,Cali,Dog,"Retriever, Labrador"
2024-07-17,Chloe,Dog,Pug
2024-07-17,Rhubarb,Dog,Bernese Mountain Dog
2024-07-18,Sadie,Dog,Siberian Husky
2024-07-18,Lucy,Dog,Pomeranian
2024-07-18,Piper,Dog,Basenji
2024-07-18,Coco,Dog,Pomeranian
2024-07-18,Frannie,Dog,"Bulldog, French"
2024-07-18,Peggy,Dog,"Terrier, Boston"
2024-07-18,Maisy,Dog,"Spaniel, English Springer"
2024-07-18,Jayla,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-07-18,Jazmine,Dog,Belgian Tervuren
2024-07-18,Betty Davis,Dog,"Chihuahua, Short Coat"
2024-07-18,Trixie,Dog,"Chihuahua, Short Coat"
2024-07-18,Lizzie,Dog,Xoloitzcuintli
2024-07-18,Poppy,Dog,"Terrier, American Pit Bull"
2024-07-18,Moti Harvey,Dog,"Retriever, Labrador"
2024-07-18,Pumpkin,Dog,"Poodle, Miniature"
2024-07-18,Tiny,Dog,"Poodle, Miniature"
2024-07-18,Kira,Dog,Alaskan Husky
2024-07-18,Teeka,Dog,Norwegian Elkhound
2024-07-18,Ricci,Dog,Greyhound
2024-07-18,Shadow Spirit,Dog,"Retriever, Labrador"
2024-07-18,Roxy,Dog,Shepherd
2024-07-18,Maggie,Dog,Shepherd
2024-07-18,Sadie,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2024-07-18,Bug,Dog,"Chihuahua, Short Coat"
2024-07-18,Sassy,Dog,"Welsh Corgi, Cardigan"
2024-07-18,Ruthie,Dog,Retriever
2024-07-18,Gobstopper,Dog,"Terrier, American Pit Bull"
2024-07-18,Roxy,Dog,"Australian Shepherd, Miniature"
2024-07-18,Raya,Dog,"Dachshund, Miniature Long Haired"
2024-07-18,Sunny,Dog,"Dachshund, Miniature Long Haired"
2024-07-18,Xena,Dog,"Dachshund, Miniature Long Haired"
2024-07-18,Mary,Dog,"Chihuahua, Short Coat"
2024-07-18,Millie,Dog,"Collie, Smooth"
2024-07-18,Moki,Dog,"Dachshund, Miniature Long Haired"
2024-07-18,Frida Pawlo,Dog,Great Pyrenees
2024-07-18,Ariel,Dog,"Chihuahua, Short Coat"
2024-07-18,Soffie,Dog,"Terrier, Cairn"
2024-07-18,Blue,Dog,Beagle
2024-07-18,Maggie Andrea Osika-Dass,Dog,Terrier
2024-07-18,Ella Fuzzgerald,Dog,"Poodle, Miniature"
2024-07-19,Lupa,Dog,Akita
2024-07-19,Lola,Dog,Ibizan Hound
2024-07-19,Ruby,Dog,"Chihuahua, Short Coat"
2024-07-19,Laia,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-07-19,Mochi,Dog,"Chihuahua, Short Coat"
2024-07-19,Penny,Dog,"Terrier, American Staffordshire"
2024-07-19,Jadie,Dog,Border Collie
2024-07-19,Leeloo Dallas,Dog,Australian Cattle Dog
2024-07-19,Robyn,Dog,Greyhound
2024-07-19,Daisy,Dog,Greater Swiss Mountain Dog
2024-07-19,Carmela,Dog,"Terrier, English Staffordshire"
2024-07-19,Ginny,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-07-19,Athena Sophia,Dog,"Terrier, American Pit Bull"
2024-07-19,Waffles,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-07-19,Seven,Dog,Siberian Husky
2024-07-19,Bella,Dog,Shepherd
2024-07-19,Leisl,Dog,"Retriever, Golden"
2024-07-19,Samira,Dog,"Collie, Smooth"
2024-07-19,Calloway,Dog,"Retriever, Golden"
2024-07-19,Kensington,Dog,"Terrier, Yorkshire"
2024-07-19,Ginger McKay,Dog,"Poodle, Miniature"
2024-07-19,Sumi,Dog,Border Collie
2024-07-19,Jill,Dog,Border Collie
2024-07-20,Jazz,Dog,Siberian Husky
2024-07-20,Sabadee,Dog,Xoloitzcuintli
2024-07-20,Bear,Dog,"Retriever, Labrador"
2024-07-20,Roo,Dog,"Vizsla, Smooth Haired"
2024-07-20,Jewel,Dog,"Terrier, Rat"
2024-07-20,Belle,Dog,"Terrier, Russell"
2024-07-20,Maggie,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-07-20,Wilma,Dog,German Shepherd
2024-07-20,Cloudy,Dog,"Griffon, Wirehaired Pointing"
2024-07-20,Julep,Dog,Anatolian Shepherd
2024-07-20,Roxy,Dog,Siberian Husky
2024-07-20,Shadow,Dog,German Shepherd
2024-07-20,Tuxedo (Tuxi),Dog,"Poodle, Toy"
2024-07-20,Pandora,Dog,Shih Tzu
2024-07-20,Tsisna,Dog,"Welsh Corgi, Cardigan"
2024-07-20,Cupcake,Dog,"Retriever, Golden"
2024-07-20,Bonnie,Dog,"Welsh Corgi, Cardigan"
2024-07-20,Gizmo,Dog,Shih Tzu
2024-07-20,Cricket,Dog,"Terrier, Tibetan"
2024-07-20,Ebony,Dog,Terrier
2024-07-21,Diplodocus Delilah Ferguson,Dog,Chow Chow
2024-07-21,Luna,Dog,"Retriever, Labrador"
2024-07-21,Lucy,Dog,Spaniel
2024-07-21,Lilikoi Warner-Stevens,Dog,"Spaniel, Tibetan"
